sentence_id,domain,text,aspect_term,input_text,label,polarity
2368,laptops,He loves it and it is easy to use and well the schools start teaching the kids early about computers so it was easy for him to get started.,use,[ASPECT] use [SEP] He loves it and it is easy to use and well the schools start teaching the kids early about computers so it was easy for him to get started.,0,positive
2233,laptops,"u can do what u want in just few seconds, even to start up your computer takes few seconds.",start up,"[ASPECT] start up [SEP] u can do what u want in just few seconds, even to start up your computer takes few seconds.",0,positive
1613,laptops,"Also, macbooks come with much more features which are so cool!",features,"[ASPECT] features [SEP] Also, macbooks come with much more features which are so cool!",0,positive
510,laptops,They sent out a Sony 'Certified' technician.,Sony 'Certified' technician,[ASPECT] Sony 'Certified' technician [SEP] They sent out a Sony 'Certified' technician.,2,neutral
2353,laptops,They have developed excellent proprietary software for editing video and pictures and I'm looking forward to utilizing these tools on the regular.,proprietary software,[ASPECT] proprietary software [SEP] They have developed excellent proprietary software for editing video and pictures and I'm looking forward to utilizing these tools on the regular.,0,positive
2563,laptops,Getting the Apple Care plan is a must.,Apple Care plan,[ASPECT] Apple Care plan [SEP] Getting the Apple Care plan is a must.,0,positive
2306,laptops,overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,cd drive,[ASPECT] cd drive [SEP] overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,2,neutral
2306,laptops,overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,video games,[ASPECT] video games [SEP] overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,2,neutral
1432,laptops,"I am constantly trying to uninstall programs, clean cookies, and delete unused files.",programs,"[ASPECT] programs [SEP] I am constantly trying to uninstall programs, clean cookies, and delete unused files.",2,neutral
102,laptops,"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",processor,"[ASPECT] processor [SEP] The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",0,positive
102,laptops,"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",memory,"[ASPECT] memory [SEP] The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",0,positive
102,laptops,"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",hard drive,"[ASPECT] hard drive [SEP] The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",0,positive
102,laptops,"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",web cam,"[ASPECT] web cam [SEP] The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",0,positive
102,laptops,"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",screen,"[ASPECT] screen [SEP] The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",0,positive
102,laptops,"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",features,"[ASPECT] features [SEP] The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",0,positive
2966,laptops,The only downfall is the battery only last 1.5-2.0 hrs when not plugged in.,battery,[ASPECT] battery [SEP] The only downfall is the battery only last 1.5-2.0 hrs when not plugged in.,1,negative
2211,laptops,The graphics on this computer are also stellar - very clear and vivid.,graphics,[ASPECT] graphics [SEP] The graphics on this computer are also stellar - very clear and vivid.,0,positive
2819,laptops,"Aside from the trial software and the short battery life, lack of a webcam, its great.",trial software,"[ASPECT] trial software [SEP] Aside from the trial software and the short battery life, lack of a webcam, its great.",1,negative
2819,laptops,"Aside from the trial software and the short battery life, lack of a webcam, its great.",battery life,"[ASPECT] battery life [SEP] Aside from the trial software and the short battery life, lack of a webcam, its great.",1,negative
2819,laptops,"Aside from the trial software and the short battery life, lack of a webcam, its great.",webcam,"[ASPECT] webcam [SEP] Aside from the trial software and the short battery life, lack of a webcam, its great.",1,negative
1633,laptops,"As a die-hard Windows enthusiast, I shunned the idea of a Mac until this point.",Windows,"[ASPECT] Windows [SEP] As a die-hard Windows enthusiast, I shunned the idea of a Mac until this point.",0,positive
1351,laptops,I think that if it is the motherboard again so soon that they should replace it.,motherboard,[ASPECT] motherboard [SEP] I think that if it is the motherboard again so soon that they should replace it.,1,negative
2220,laptops,"The computer loads in about a 1/10th of the time that my PC did, and I have all of the programs that were on my PC.",programs,"[ASPECT] programs [SEP] The computer loads in about a 1/10th of the time that my PC did, and I have all of the programs that were on my PC.",0,positive
2220,laptops,"The computer loads in about a 1/10th of the time that my PC did, and I have all of the programs that were on my PC.",loads,"[ASPECT] loads [SEP] The computer loads in about a 1/10th of the time that my PC did, and I have all of the programs that were on my PC.",0,positive
2723,laptops,"Graphics are clean and sharp, internet interfaces are seamless.",Graphics,"[ASPECT] Graphics [SEP] Graphics are clean and sharp, internet interfaces are seamless.",0,positive
2723,laptops,"Graphics are clean and sharp, internet interfaces are seamless.",internet interfaces,"[ASPECT] internet interfaces [SEP] Graphics are clean and sharp, internet interfaces are seamless.",0,positive
73,laptops,"The newer black keyboard took a little bit away from the previous gray one which looked really slick, but it is still a great notebook!",black keyboard,"[ASPECT] black keyboard [SEP] The newer black keyboard took a little bit away from the previous gray one which looked really slick, but it is still a great notebook!",1,negative
1082,laptops,Sony parts reliability and quality of service is recenlty the worst.,service,[ASPECT] service [SEP] Sony parts reliability and quality of service is recenlty the worst.,1,negative
2677,laptops,"As with any laptop not purchased with software options, it comes with a lot of what I consider useless applications.",software options,"[ASPECT] software options [SEP] As with any laptop not purchased with software options, it comes with a lot of what I consider useless applications.",1,negative
2677,laptops,"As with any laptop not purchased with software options, it comes with a lot of what I consider useless applications.",applications,"[ASPECT] applications [SEP] As with any laptop not purchased with software options, it comes with a lot of what I consider useless applications.",1,negative
2588,laptops,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",features,"[ASPECT] features [SEP] Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",2,neutral
2588,laptops,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",functioning,"[ASPECT] functioning [SEP] Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",2,neutral
2588,laptops,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",programs,"[ASPECT] programs [SEP] Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",2,neutral
2588,laptops,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",Office,"[ASPECT] Office [SEP] Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",0,positive
223,laptops,It just works flawlessly!,works,[ASPECT] works [SEP] It just works flawlessly!,0,positive
1332,laptops,"Do you think I purposely ""destroy"" my netbook, so that I can demand a new set? Do you think it's fun to take public transport all the way to the service center and get a non-satisfactory solution? Or rather NO solution.",service center,"[ASPECT] service center [SEP] Do you think I purposely ""destroy"" my netbook, so that I can demand a new set? Do you think it's fun to take public transport all the way to the service center and get a non-satisfactory solution? Or rather NO solution.",1,negative
846,laptops,I'm having the laptop returned unrepaired since paying $176 every 3 months just isn't worth it (that's about how long the port seems to last).,port,[ASPECT] port [SEP] I'm having the laptop returned unrepaired since paying $176 every 3 months just isn't worth it (that's about how long the port seems to last).,1,negative
1455,laptops,also the battery is completely shot.,battery,[ASPECT] battery [SEP] also the battery is completely shot.,1,negative
162,laptops,/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,cooling system,[ASPECT] cooling system [SEP] / awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,0,positive
162,laptops,/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,grafics card,[ASPECT] grafics card [SEP] / awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,0,positive
162,laptops,/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,LED backlit screen,[ASPECT] LED backlit screen [SEP] / awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,0,positive
162,laptops,/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,8GB RAM,[ASPECT] 8GB RAM [SEP] / awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,0,positive
969,laptops,The biggest problem is that the box had no instructions in it.,instructions,[ASPECT] instructions [SEP] The biggest problem is that the box had no instructions in it.,1,negative
145,laptops,"But after using it a couple of weeks, the overall operation is poor.",operation,"[ASPECT] operation [SEP] But after using it a couple of weeks, the overall operation is poor.",1,negative
2187,laptops,"Compared to similarly spec'd PCs, this machine is good value, well built and works easily right out of the box.",value,"[ASPECT] value [SEP] Compared to similarly spec'd PCs, this machine is good value, well built and works easily right out of the box.",0,positive
2187,laptops,"Compared to similarly spec'd PCs, this machine is good value, well built and works easily right out of the box.",built,"[ASPECT] built [SEP] Compared to similarly spec'd PCs, this machine is good value, well built and works easily right out of the box.",0,positive
2187,laptops,"Compared to similarly spec'd PCs, this machine is good value, well built and works easily right out of the box.",works,"[ASPECT] works [SEP] Compared to similarly spec'd PCs, this machine is good value, well built and works easily right out of the box.",0,positive
2812,laptops,Screen is crystal clear and the system is very responsive.,Screen,[ASPECT] Screen [SEP] Screen is crystal clear and the system is very responsive.,0,positive
2812,laptops,Screen is crystal clear and the system is very responsive.,system,[ASPECT] system [SEP] Screen is crystal clear and the system is very responsive.,0,positive
1028,laptops,Or the cursor would show up some place else.,cursor,[ASPECT] cursor [SEP] Or the cursor would show up some place else.,1,negative
87,laptops,It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,software,[ASPECT] software [SEP] It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,2,neutral
87,laptops,It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,operate,[ASPECT] operate [SEP] It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,0,positive
87,laptops,It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,gadgets,[ASPECT] gadgets [SEP] It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,2,neutral
1997,laptops,"it might be something deep within Windows, for I was unable to create a disk image on my hard drive.",Windows,"[ASPECT] Windows [SEP] it might be something deep within Windows, for I was unable to create a disk image on my hard drive.",1,negative
1997,laptops,"it might be something deep within Windows, for I was unable to create a disk image on my hard drive.",hard drive,"[ASPECT] hard drive [SEP] it might be something deep within Windows, for I was unable to create a disk image on my hard drive.",1,negative
1997,laptops,"it might be something deep within Windows, for I was unable to create a disk image on my hard drive.",disk image,"[ASPECT] disk image [SEP] it might be something deep within Windows, for I was unable to create a disk image on my hard drive.",1,negative
2548,laptops,"The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!",track pad,"[ASPECT] track pad [SEP] The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!",0,positive
2548,laptops,"The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!",track pad,"[ASPECT] track pad [SEP] The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!",0,positive
953,laptops,"Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.",disc drive,"[ASPECT] disc drive [SEP] Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.",1,negative
953,laptops,"Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.",drive,"[ASPECT] drive [SEP] Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.",1,negative
953,laptops,"Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.",drive,"[ASPECT] drive [SEP] Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.",2,neutral
1179,laptops,"First, you ll discover that the word processing program known as Appleworks rarely translates perfectly on anyone else s computer, if it translates at all.",Appleworks,"[ASPECT] Appleworks [SEP] First, you ll discover that the word processing program known as Appleworks rarely translates perfectly on anyone else s computer, if it translates at all.",1,negative
1179,laptops,"First, you ll discover that the word processing program known as Appleworks rarely translates perfectly on anyone else s computer, if it translates at all.",word processing program,"[ASPECT] word processing program [SEP] First, you ll discover that the word processing program known as Appleworks rarely translates perfectly on anyone else s computer, if it translates at all.",1,negative
1876,laptops,I already have a HP laptop I bought last year that's standard size.,size,[ASPECT] size [SEP] I already have a HP laptop I bought last year that's standard size.,2,neutral
2992,laptops,Battery is not upgradable to a longer life battery.,Battery,[ASPECT] Battery [SEP] Battery is not upgradable to a longer life battery.,1,negative
2992,laptops,Battery is not upgradable to a longer life battery.,battery,[ASPECT] battery [SEP] Battery is not upgradable to a longer life battery.,1,negative
559,laptops,apple has a reputation and is well known for its easy usage.,usage,[ASPECT] usage [SEP] apple has a reputation and is well known for its easy usage.,0,positive
1888,laptops,Returned laptop for a 3rd repair and it came back with previous problems fixed (except for speaker grill) but the unit started locking up during use and eventually would not operate at all.,speaker grill,[ASPECT] speaker grill [SEP] Returned laptop for a 3rd repair and it came back with previous problems fixed (except for speaker grill) but the unit started locking up during use and eventually would not operate at all.,1,negative
1738,laptops,"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",MacOSX,"[ASPECT] MacOSX [SEP] I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",0,positive
1738,laptops,"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",Windows 7,"[ASPECT] Windows 7 [SEP] I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",0,positive
1738,laptops,"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",dual-core,"[ASPECT] dual-core [SEP] I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",2,neutral
1738,laptops,"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",quad-core,"[ASPECT] quad-core [SEP] I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",2,neutral
1738,laptops,"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.","22"" Monitor","[ASPECT] 22"" Monitor [SEP] I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",2,neutral
374,laptops,"Love the graphics, awesome programs (including Garageband), and really cool default background.",graphics,"[ASPECT] graphics [SEP] Love the graphics, awesome programs (including Garageband), and really cool default background.",0,positive
374,laptops,"Love the graphics, awesome programs (including Garageband), and really cool default background.",programs,"[ASPECT] programs [SEP] Love the graphics, awesome programs (including Garageband), and really cool default background.",0,positive
374,laptops,"Love the graphics, awesome programs (including Garageband), and really cool default background.",Garageband,"[ASPECT] Garageband [SEP] Love the graphics, awesome programs (including Garageband), and really cool default background.",0,positive
374,laptops,"Love the graphics, awesome programs (including Garageband), and really cool default background.",default background,"[ASPECT] default background [SEP] Love the graphics, awesome programs (including Garageband), and really cool default background.",0,positive
1746,laptops,"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",Screen,"[ASPECT] Screen [SEP] Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",2,neutral
1746,laptops,"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",keyboard,"[ASPECT] keyboard [SEP] Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",2,neutral
1746,laptops,"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",screen,"[ASPECT] screen [SEP] Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",0,positive
1746,laptops,"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",island backlit keyboard,"[ASPECT] island backlit keyboard [SEP] Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",0,positive
1746,laptops,"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",multi-touch mouse,"[ASPECT] multi-touch mouse [SEP] Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",0,positive
1746,laptops,"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",mouse,"[ASPECT] mouse [SEP] Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",2,neutral
79,laptops,The OS takes some getting used to especially after being a Windows user for so long but the learning curve is so worth it!,Windows,[ASPECT] Windows [SEP] The OS takes some getting used to especially after being a Windows user for so long but the learning curve is so worth it!,2,neutral
313,laptops,"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",iWork,"[ASPECT] iWork [SEP] I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",2,neutral
313,laptops,"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",programs,"[ASPECT] programs [SEP] I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",2,neutral
313,laptops,"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",Microsoft Office,"[ASPECT] Microsoft Office [SEP] I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",2,neutral
313,laptops,"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",word processing,"[ASPECT] word processing [SEP] I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",2,neutral
313,laptops,"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",spreadsheets,"[ASPECT] spreadsheets [SEP] I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",2,neutral
313,laptops,"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",presentations,"[ASPECT] presentations [SEP] I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",2,neutral
1694,laptops,"Overall, I experienced a huge change in that my mac runs pretty fast compared to my old PC.",runs,"[ASPECT] runs [SEP] Overall, I experienced a huge change in that my mac runs pretty fast compared to my old PC.",0,positive
174,laptops,When I got the computer back and realizwed it still was not correct HP told me it was out of warranty and now it was my problem.,warranty,[ASPECT] warranty [SEP] When I got the computer back and realizwed it still was not correct HP told me it was out of warranty and now it was my problem.,2,neutral
2452,laptops,It also came with a built it web cam which is great because I can see an communicate with my family members back home.,built it web cam,[ASPECT] built it web cam [SEP] It also came with a built it web cam which is great because I can see an communicate with my family members back home.,0,positive
2751,laptops,Good monitor and performed well.,monitor,[ASPECT] monitor [SEP] Good monitor and performed well.,0,positive
2751,laptops,Good monitor and performed well.,performed,[ASPECT] performed [SEP] Good monitor and performed well.,0,positive
2524,laptops,It was secure and easy to navigate.,navigate,[ASPECT] navigate [SEP] It was secure and easy to navigate.,0,positive
1598,laptops,"I was a little weary at purchasing another 13"" macbook almost 2 years later but t looks like the newer macbooks have gotten its current line of graphics cards in order this time around.",graphics cards,"[ASPECT] graphics cards [SEP] I was a little weary at purchasing another 13"" macbook almost 2 years later but t looks like the newer macbooks have gotten its current line of graphics cards in order this time around.",0,positive
267,laptops,The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.,bluray player,[ASPECT] bluray player [SEP] The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.,2,neutral
267,laptops,The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.,book,[ASPECT] book [SEP] The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.,1,negative
2182,laptops,They are by far the easiest systems to actually learn about computers with.,systems,[ASPECT] systems [SEP] They are by far the easiest systems to actually learn about computers with.,0,positive
561,laptops,this apple navigates you thru the unexplored world of the internet.,internet,[ASPECT] internet [SEP] this apple navigates you thru the unexplored world of the internet.,2,neutral
154,laptops,"The video card is great for media, and above average for gaming, but not a gamers first choice.",gaming,"[ASPECT] gaming [SEP] The video card is great for media, and above average for gaming, but not a gamers first choice.",0,positive
154,laptops,"The video card is great for media, and above average for gaming, but not a gamers first choice.",media,"[ASPECT] media [SEP] The video card is great for media, and above average for gaming, but not a gamers first choice.",0,positive
100,laptops,"I had of course bought a 3 year warranty, so I sent it in to be replaced and (almost 2 months later) the dv4 is what the sent me as a replacement.",3 year warranty,"[ASPECT] 3 year warranty [SEP] I had of course bought a 3 year warranty, so I sent it in to be replaced and (almost 2 months later) the dv4 is what the sent me as a replacement.",2,neutral
1444,laptops,"Apparently there is a manufacturing defect, something with the amount of thermal paste.",thermal paste,"[ASPECT] thermal paste [SEP] Apparently there is a manufacturing defect, something with the amount of thermal paste.",1,negative
1796,laptops,Despite the claims of the Apple apologists (a vice of which I am recently myself reformed) the internals of Mac laptops are NO different from PCs' at this point.,internals,[ASPECT] internals [SEP] Despite the claims of the Apple apologists (a vice of which I am recently myself reformed) the internals of Mac laptops are NO different from PCs' at this point.,1,negative
753,laptops,Took several hours with customer support before I could even start the PC out of the box.,customer support,[ASPECT] customer support [SEP] Took several hours with customer support before I could even start the PC out of the box.,1,negative
411,laptops,Asus facial recognition doesn't work and windows logon isn't either.,facial recognition,[ASPECT] facial recognition [SEP] Asus facial recognition doesn't work and windows logon isn't either.,1,negative
411,laptops,Asus facial recognition doesn't work and windows logon isn't either.,windows logon,[ASPECT] windows logon [SEP] Asus facial recognition doesn't work and windows logon isn't either.,1,negative
988,laptops,Windows Vista makes this computer almost unusable for online service.,Windows Vista,[ASPECT] Windows Vista [SEP] Windows Vista makes this computer almost unusable for online service.,1,negative
988,laptops,Windows Vista makes this computer almost unusable for online service.,online service,[ASPECT] online service [SEP] Windows Vista makes this computer almost unusable for online service.,1,negative
1071,laptops,"I contacted Acer and they are giving me FREE recovery DVDs, so don't go and pay for them, just ask for them and they should give them to you.",recovery DVDs,"[ASPECT] recovery DVDs [SEP] I contacted Acer and they are giving me FREE recovery DVDs, so don't go and pay for them, just ask for them and they should give them to you.",0,positive
2830,laptops,Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,webcam,[ASPECT] webcam [SEP] Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,2,neutral
2830,laptops,Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,keyboard,[ASPECT] keyboard [SEP] Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,2,neutral
2830,laptops,Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,carry,[ASPECT] carry [SEP] Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,0,positive
2701,laptops,Can listen to my music and watch my videos with ease and with a great display.,display,[ASPECT] display [SEP] Can listen to my music and watch my videos with ease and with a great display.,0,positive
2968,laptops,"Otherwise, all other features are a 1",features,"[ASPECT] features [SEP] Otherwise, all other features are a 1",2,neutral
1723,laptops,The performance is awesome.,performance,[ASPECT] performance [SEP] The performance is awesome.,0,positive
286,laptops,The display is beyond horrible.,display,[ASPECT] display [SEP] The display is beyond horrible.,1,negative
1411,laptops,There is hardly any memory on the computer's hard drive.,memory,[ASPECT] memory [SEP] There is hardly any memory on the computer's hard drive.,1,negative
1411,laptops,There is hardly any memory on the computer's hard drive.,hard drive,[ASPECT] hard drive [SEP] There is hardly any memory on the computer's hard drive.,1,negative
1956,laptops,"Actually, I had noticed the one on the sales floor also didn't have sound!",sound,"[ASPECT] sound [SEP] Actually, I had noticed the one on the sales floor also didn't have sound!",1,negative
1469,laptops,"Next, most Acer laptop fans are on the bottom which is right on your laptop.",fans,"[ASPECT] fans [SEP] Next, most Acer laptop fans are on the bottom which is right on your laptop.",2,neutral
2833,laptops,the laptop preformed pretty well.,preformed,[ASPECT] preformed [SEP] the laptop preformed pretty well.,0,positive
298,laptops,I got my MacBook Pro because I wanted to do all the stuff I need to do without worrying about the system quitting on me or freezing for a few minutes.,system,[ASPECT] system [SEP] I got my MacBook Pro because I wanted to do all the stuff I need to do without worrying about the system quitting on me or freezing for a few minutes.,2,neutral
1447,laptops,I loved the netbook (minus the fact that it was windows OS) until this started happening.,windows OS,[ASPECT] windows OS [SEP] I loved the netbook (minus the fact that it was windows OS) until this started happening.,1,negative
1810,laptops,"The minute you fire it up it's all good, very easy user interface.",user interface,"[ASPECT] user interface [SEP] The minute you fire it up it's all good, very easy user interface.",0,positive
1419,laptops,I actually contact Toshiba before I started having problem and was given run around after I supplied serial number in order to delay me sending in laptop until after warrenty expired.,warrenty,[ASPECT] warrenty [SEP] I actually contact Toshiba before I started having problem and was given run around after I supplied serial number in order to delay me sending in laptop until after warrenty expired.,1,negative
1660,laptops,"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",iDVD,"[ASPECT] iDVD [SEP] Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",0,positive
